sn,location_raw,latitude,longitude,PH,EC,TH,Ca,Mg,Na,K,CO3,HCO3,Cl,SO4,NO3,F,U_ppb,sample_date,NDVI,NDWI,Distance_to_Industry_km,Industrial_flag,hotspot_label,rain_actual_24h,rain_normal_24h,rain_pdn
114.0,Cuddalore Nellikuppam,11.5923,79.5921,7.2,493.0,150.0,50.0,6.0,48.0,8.0,0.0,183.0,60.0,19.2,12.0,1.15,1.16,2022-05-01,0.666,0.526,68.85,0,1,1.3,12.0,-89.17
115.0,Cuddalore Pacharapalayam -I,11.3621,79.467,7.1,906.0,295.0,46.0,44.0,69.0,8.0,0.0,159.0,174.0,48.0,37.0,0.37,0.61,2022-05-01,0.543,0.283,92.05,0,1,16.8,6.0,180.0
116.0,Cuddalore Palayamkottai EW,11.4161,79.5722,7.5,1790.0,455.0,82.0,61.0,184.0,24.0,0.0,342.0,262.0,168.0,74.0,0.93,1.1,2022-05-01,0.71,0.472,87.43,0,2,0.1,6.1,-98.36
117.0,Cuddalore Parudur -I,11.5416,79.5777,7.7,1075.0,335.0,64.0,43.0,83.0,20.0,0.0,336.0,113.0,86.4,25.0,0.52,1.19,2022-05-01,0.663,0.217,73.91,0,1,4.9,18.8,-73.94
118.0,Cuddalore Pathirikuppam OW,12.2581,80.2275,7.5,317.0,105.0,40.0,1.0,21.0,5.0,0.0,67.0,43.0,24.0,25.0,0.44,0.36,2022-05-01,0.231,0.351,18.57,0,1,14.8,14.2,4.23
119.0,Cuddalore Periyakumuthi,11.4894,79.7156,7.13,100.0,40.0,12.0,2.0,7.0,2.0,0.0,31.0,14.0,9.6,7.0,0.72,3.0,2022-05-01,0.725,0.268,84.11,0,0,6.3,9.5,-33.68
120.0,Cuddalore Poovalai,11.5138,79.6453,7.1,1000.0,225.0,60.0,18.0,120.0,12.0,0.0,445.0,35.0,52.8,37.0,0.3,2.6,2022-05-01,0.478,0.412,78.88,0,1,2.0,17.3,-88.44
121.0,Cuddalore Porto -nova,11.4891,79.7533,7.04,99.0,30.0,6.0,4.0,7.0,2.0,0.0,24.0,11.0,5.28,13.0,0.72,1.56,2022-05-01,0.665,-0.043,83.37,0,0,7.2,10.1,-28.71
122.0,Cuddalore Rajankuppam,11.6873,79.6941,7.45,747.0,240.0,42.0,33.0,69.0,10.0,0.0,183.0,106.0,48.0,31.0,0.12,1.19,2022-05-01,0.727,-0.058,63.18,0,1,5.4,16.6,-67.47
123.0,Cuddalore Ramapuram -I,11.5323,79.5967,7.4,840.0,225.0,40.0,30.0,76.0,10.0,0.0,171.0,89.0,105.6,31.0,1.15,8.48,2022-05-01,0.323,0.073,75.41,0,1,16.9,12.2,38.52
124.0,Cuddalore Reddipalayam,11.5371,79.53,7.38,2520.0,800.0,164.0,95.0,191.0,23.0,0.0,195.0,411.0,384.0,130.0,0.64,2.02,2022-05-01,0.177,0.012,73.4,0,2,6.3,21.5,-70.7
125.0,Cuddalore Reddipalayam,11.5395,79.5914,7.08,139.0,45.0,12.0,4.0,9.0,0.0,0.0,31.0,11.0,12.0,20.0,0.82,6.63,2022-05-01,0.26,0.51,74.5,0,0,15.8,21.4,-26.17
126.0,Cuddalore Sakthi Nagar OW,11.6194,79.5586,7.0,790.0,100.0,36.0,2.0,129.0,10.0,0.0,305.0,78.0,24.0,12.0,0.38,0.03,2022-05-01,0.399,0.053,65.02,0,0,17.8,14.5,22.76
127.0,Cuddalore Sathamangalam,11.5213,79.3779,6.5,155.0,45.0,12.0,4.0,14.0,2.0,0.0,43.0,18.0,12.96,7.0,0.25,1.66,2022-05-01,0.673,0.583,74.49,0,0,8.7,12.0,-27.5
128.0,Cuddalore Seerakuppam,11.5295,79.5312,6.5,207.0,60.0,16.0,5.0,18.0,2.0,0.0,49.0,32.0,10.08,7.0,0.22,1.45,2022-05-01,0.703,0.136,74.25,0,0,18.2,12.3,47.97
129.0,Cuddalore Sengalpalayam -I,11.4324,79.5422,7.53,990.0,225.0,42.0,29.0,120.0,4.0,0.0,122.0,121.0,139.2,87.0,1.02,33.61,2022-05-01,0.105,0.027,85.09,0,2,7.5,21.1,-64.45
130.0,Cuddalore Sethiathope -I,11.6928,79.61,7.52,710.0,270.0,40.0,41.0,37.0,8.0,0.0,183.0,71.0,86.4,31.0,0.78,2.71,2022-05-01,0.458,0.453,58.81,0,1,19.3,11.6,66.38
131.0,Cuddalore Silambinathanpettai - I &II,11.4052,79.3983,7.6,540.0,150.0,40.0,12.0,51.0,8.0,0.0,122.0,64.0,48.0,37.0,0.52,0.15,2022-05-01,0.392,0.361,87.23,0,1,1.8,9.2,-80.43
132.0,Cuddalore Solatharam,11.3617,79.5083,6.6,210.0,80.0,18.0,9.0,12.0,2.0,0.0,49.0,28.0,19.2,7.0,1.31,5.51,2022-05-01,0.255,0.249,92.42,0,1,13.7,6.7,104.48
133.0,Cuddalore Srimushanam,11.6177,79.7194,7.63,513.0,200.0,42.0,23.0,25.0,4.0,0.0,183.0,57.0,19.2,6.0,0.97,0.14,2022-05-01,0.184,0.289,71.33,0,0,9.9,14.3,-30.77
134.0,Cuddalore Srinivasapuram,11.5839,79.6335,7.54,801.0,300.0,80.0,24.0,46.0,4.0,0.0,244.0,96.0,28.8,50.0,1.18,8.21,2022-05-01,0.336,0.403,71.08,0,2,7.8,14.6,-46.58
135.0,Cuddalore Teerthanagiri,11.5693,79.679,7.0,1325.0,400.0,132.0,17.0,115.0,8.0,0.0,201.0,234.0,144.0,17.0,1.55,6.58,2022-05-01,0.76,0.06,74.36,0,2,12.7,21.8,-41.74
136.0,Cuddalore Tekkumellur (Therkumelur),11.5894,79.5278,7.5,1340.0,410.0,100.0,39.0,113.0,17.0,0.0,134.0,319.0,96.0,17.0,1.95,5.52,2022-05-01,0.326,0.597,67.63,0,2,14.1,9.4,50.0
137.0,Cuddalore Thaiyalkunapattinam,11.5703,79.6832,7.45,2530.0,550.0,120.0,61.0,315.0,20.0,0.0,281.0,638.0,96.0,37.0,1.53,2.24,2022-05-01,0.463,0.582,74.43,0,2,0.1,12.6,-99.21
138.0,Cuddalore Theerthangari EW,11.5604,79.5563,7.7,1050.0,275.0,64.0,28.0,104.0,16.0,0.0,207.0,135.0,86.4,74.0,1.86,1.01,2022-05-01,0.592,0.355,71.37,0,2,3.3,21.2,-84.43
139.0,Cuddalore Tholudur,11.6647,79.4041,7.6,1220.0,390.0,16.0,85.0,92.0,18.0,0.0,519.0,60.0,72.0,31.0,1.32,2.44,2022-05-01,0.355,0.04,58.42,0,1,14.3,21.5,-33.49
140.0,Cuddalore tiruchchopuram,11.6164,79.7416,7.7,325.0,120.0,36.0,7.0,18.0,2.0,0.0,67.0,28.0,10.56,68.0,1.18,0.12,2022-05-01,0.78,0.376,71.74,0,2,13.3,12.7,4.72
141.0,Cuddalore Tiruvamur OW,11.7631,79.4756,7.3,225.0,90.0,20.0,10.0,9.0,2.0,0.0,43.0,28.0,28.8,9.0,0.32,0.25,2022-05-01,0.774,-0.049,47.73,0,0,19.3,14.2,35.92
142.0,Cuddalore Vadalur EW,11.5375,79.8844,7.66,1015.0,325.0,60.0,43.0,81.0,8.0,0.0,128.0,117.0,192.0,62.0,0.64,3.07,2022-05-01,0.276,-0.079,70.83,0,2,15.2,11.1,36.94
143.0,Cuddalore Vadalur(o.w),11.5687,79.5542,7.5,360.0,155.0,48.0,9.0,7.0,14.0,0.0,98.0,57.0,12.0,19.0,1.8,37.2,2022-05-01,0.448,0.08,70.42,0,2,19.0,23.7,-19.83
144.0,Cuddalore Vanathirayapuram I,11.5177,79.3347,7.63,700.0,250.0,50.0,30.0,39.0,12.0,0.0,146.0,82.0,72.0,50.0,0.36,0.55,2022-05-01,0.311,0.224,75.39,0,2,14.1,7.4,90.54
145.0,Cuddalore Vazhisothanaipalayam,11.6916,79.7216,7.4,1420.0,360.0,44.0,61.0,152.0,14.0,0.0,561.0,82.0,96.0,37.0,0.99,2.92,2022-05-01,0.299,0.508,64.25,0,1,6.0,23.7,-74.68
146.0,Cuddalore Vegakollai,11.6758,79.5289,7.3,650.0,210.0,72.0,7.0,41.0,18.0,0.0,134.0,71.0,44.16,74.0,1.23,0.5,2022-05-01,0.126,0.409,58.21,0,2,2.1,18.7,-88.77
147.0,Cuddalore Vilathur (Budangudi) OW,11.3436,79.2205,7.5,760.0,140.0,36.0,12.0,106.0,9.0,0.0,293.0,82.0,19.2,7.0,1.12,0.05,2022-05-01,0.527,0.42,75.29,0,1,15.6,15.6,0.0
148.0,Cuddalore Vridhachalam,11.5177,79.3347,7.3,510.0,195.0,60.0,11.0,18.0,25.0,0.0,122.0,60.0,67.2,27.0,0.57,1.0,2022-05-01,0.452,0.198,75.39,0,1,12.9,5.7,126.32
149.0,Cuddalore Vridhachalam I,11.7681,79.2628,7.52,635.0,200.0,32.0,29.0,51.0,5.0,0.0,98.0,110.0,48.0,37.0,0.11,0.32,2022-05-01,0.136,0.142,50.34,0,1,1.0,14.5,-93.1
150.0,Dharmapuri A.Pallipatti,11.9403,78.4017,7.05,2970.0,790.0,204.0,68.0,296.0,64.0,0.0,525.0,497.0,207.0,199.0,0.3,0.58,2022-05-01,0.295,0.16,33.48,0,2,7.2,13.2,-45.45
151.0,Dharmapuri A.Pallipatti,11.9403,78.4017,7.05,2970.0,790.0,204.0,68.0,296.0,64.0,0.0,525.0,497.0,207.0,199.0,0.3,0.58,2022-05-01,0.736,0.591,33.48,0,2,19.1,8.2,132.93
152.0,Dharmapuri Athikarapatti,11.934,78.3909,7.73,2960.0,620.0,88.0,97.0,389.0,8.0,0.0,500.0,632.0,156.0,55.0,0.7,0.25,2022-05-01,0.268,-0.072,33.84,0,2,10.0,18.1,-44.75
153.0,Dharmapuri Athikarapatti,11.934,78.3909,7.73,2960.0,620.0,88.0,97.0,389.0,8.0,0.0,500.0,632.0,156.0,55.0,0.7,0.25,2022-05-01,0.201,0.507,33.84,0,2,8.7,24.4,-64.34
154.0,Dharmapuri Bharathipuram,12.1172,78.1531,7.31,753.0,340.0,56.0,49.0,45.0,1.0,0.0,226.0,99.0,82.0,31.0,0.33,0.23,2022-05-01,0.443,0.305,67.08,0,1,9.2,16.2,-43.21
155.0,Dharmapuri Bharathipuram,12.1172,78.1531,7.31,753.0,340.0,56.0,49.0,45.0,1.0,0.0,226.0,99.0,82.0,31.0,0.33,0.23,2022-05-01,0.79,0.207,67.08,0,1,4.2,19.3,-78.24
156.0,Dharmapuri Bommidimalapurm,12.0,78.25,7.38,1336.0,500.0,116.0,51.0,119.0,4.0,0.0,317.0,170.0,132.0,147.0,0.35,0.0,2022-05-01,0.269,0.408,50.53,0,2,7.4,6.4,15.62
157.0,Dharmapuri Bommidimalapurm,12.0,78.25,7.38,1336.0,500.0,116.0,51.0,119.0,4.0,0.0,317.0,170.0,132.0,147.0,0.35,0.0,2022-05-01,0.57,0.241,50.53,0,2,7.4,13.4,-44.78
158.0,Dharmapuri Boothanatham,11.9508,78.4688,7.57,577.0,220.0,40.0,29.0,30.0,6.0,0.0,140.0,57.0,63.0,62.0,0.97,1.69,2022-05-01,0.633,0.511,29.76,0,2,1.0,7.3,-86.3
159.0,Dharmapuri Boothanatham,11.9508,78.4688,7.57,577.0,220.0,40.0,29.0,30.0,6.0,0.0,140.0,57.0,63.0,62.0,0.97,1.69,2022-05-01,0.266,0.53,29.76,0,2,15.4,17.3,-10.98
160.0,Dharmapuri Dharmapuri2,12.1375,78.1708,7.68,2100.0,690.0,164.0,68.0,131.0,6.0,0.0,543.0,298.0,129.0,80.0,0.31,0.0,2022-05-01,0.61,0.195,67.12,0,2,8.3,23.8,-65.13
161.0,Dharmapuri Dharmapuri2,12.1375,78.1708,7.68,2100.0,690.0,164.0,68.0,131.0,6.0,0.0,543.0,298.0,129.0,80.0,0.31,0.0,2022-05-01,0.357,0.094,67.12,0,2,16.4,18.2,-9.89
162.0,Dharmapuri Echambadi dw,12.1128,78.4942,7.16,1963.0,750.0,160.0,85.0,183.0,1.0,0.0,323.0,312.0,162.0,262.0,0.74,0.4,2022-05-01,0.543,0.315,45.08,0,2,17.0,6.5,161.54
163.0,Dharmapuri Echambadi dw,12.1128,78.4942,7.16,1963.0,750.0,160.0,85.0,183.0,1.0,0.0,323.0,312.0,162.0,262.0,0.74,0.4,2022-05-01,0.543,0.539,45.08,0,2,4.2,12.1,-65.29
164.0,Dharmapuri Harur2,12.0514,78.4833,7.5,2640.0,790.0,100.0,131.0,233.0,5.0,0.0,506.0,561.0,159.0,62.0,1.08,0.0,2022-05-01,0.475,0.047,39.04,0,2,13.1,16.0,-18.13
165.0,Dharmapuri Harur2,12.0514,78.4833,7.5,2640.0,790.0,100.0,131.0,233.0,5.0,0.0,506.0,561.0,159.0,62.0,1.08,0.0,2022-05-01,0.163,0.336,39.04,0,2,9.4,13.1,-28.24
166.0,Dharmapuri Hogenakkal,12.1236,77.8083,8.15,1545.0,150.0,16.0,27.0,307.0,2.0,0.0,519.0,156.0,164.0,13.0,0.64,0.76,2022-05-01,0.685,0.342,51.79,0,1,17.6,21.7,-18.89
167.0,Dharmapuri Hogenakkal,12.1236,77.8083,8.15,1545.0,150.0,16.0,27.0,307.0,2.0,0.0,519.0,156.0,164.0,13.0,0.64,0.76,2022-05-01,0.325,0.413,51.79,0,1,4.3,21.3,-79.81
168.0,Dharmapuri Indoor,12.1333,78.0583,7.6,3300.0,1150.0,228.0,141.0,181.0,47.0,0.0,323.0,433.0,733.0,160.0,0.66,2.03,2022-05-01,0.231,-0.008,61.38,0,2,13.6,17.2,-20.93
169.0,Dharmapuri Indoor,12.1333,78.0583,7.6,3300.0,1150.0,228.0,141.0,181.0,47.0,0.0,323.0,433.0,733.0,160.0,0.66,2.03,2022-05-01,0.129,0.401,61.38,0,2,12.2,12.5,-2.4
170.0,Dharmapuri Irumattur new,12.2611,78.3019,7.74,2570.0,530.0,100.0,68.0,278.0,55.0,0.0,555.0,454.0,153.0,21.0,0.54,0.42,2022-05-01,0.514,0.536,68.83,0,1,5.9,10.1,-41.58
171.0,Dharmapuri Irumattur new,12.2611,78.3019,7.74,2570.0,530.0,100.0,68.0,278.0,55.0,0.0,555.0,454.0,153.0,21.0,0.54,0.42,2022-05-01,0.574,0.026,68.83,0,1,2.7,7.1,-61.97
172.0,Dharmapuri Karthankulam DW,12.1331,78.3197,7.43,1356.0,520.0,84.0,75.0,86.0,1.0,0.0,372.0,149.0,143.0,40.0,1.04,0.06,2022-05-01,0.112,0.066,55.8,0,1,13.0,12.1,7.44
173.0,Dharmapuri Karthankulam DW,12.1331,78.3197,7.43,1356.0,520.0,84.0,75.0,86.0,1.0,0.0,372.0,149.0,143.0,40.0,1.04,0.06,2022-05-01,0.458,0.58,55.8,0,1,14.8,13.3,11.28
174.0,Dharmapuri Kaveripattinathankottai,12.1461,78.1733,7.09,902.0,270.0,32.0,46.0,85.0,41.0,0.0,354.0,107.0,63.0,6.0,0.49,1.69,2022-05-01,0.259,0.027,67.57,0,0,6.3,18.5,-65.95
175.0,Dharmapuri Kaveripattinathankottai,12.1461,78.1733,7.09,902.0,270.0,32.0,46.0,85.0,41.0,0.0,354.0,107.0,63.0,6.0,0.49,1.69,2022-05-01,0.552,0.498,67.57,0,0,12.9,18.2,-29.12
176.0,Dharmapuri Kottapatti Pz,11.985,78.6717,7.81,1706.0,680.0,92.0,109.0,115.0,3.0,0.0,586.0,213.0,133.0,58.0,0.49,1.48,2022-05-01,0.222,0.245,29.7,0,2,7.9,6.4,23.44
177.0,Dharmapuri Kottapatti Pz,11.985,78.6717,7.81,1706.0,680.0,92.0,109.0,115.0,3.0,0.0,586.0,213.0,133.0,58.0,0.49,1.48,2022-05-01,0.584,0.073,29.7,0,2,14.3,12.9,10.85
178.0,Dharmapuri Maniyampadi,12.1246,78.2847,7.51,589.0,230.0,44.0,29.0,35.0,6.0,0.0,153.0,64.0,54.0,52.0,0.52,1.8,2022-05-01,0.371,0.51,57.41,0,2,4.0,8.6,-53.49
179.0,Dharmapuri Maniyampadi,12.1246,78.2847,7.51,589.0,230.0,44.0,29.0,35.0,6.0,0.0,153.0,64.0,54.0,52.0,0.52,1.8,2022-05-01,0.756,0.212,57.41,0,2,17.8,8.1,119.75
180.0,Dharmapuri Morappur dw,12.1247,78.3989,7.43,1976.0,680.0,84.0,114.0,182.0,4.0,0.0,433.0,369.0,153.0,76.0,1.21,0.0,2022-05-01,0.196,0.26,50.37,0,2,5.7,21.5,-73.49
181.0,Dharmapuri Morappur dw,12.1247,78.3989,7.43,1976.0,680.0,84.0,114.0,182.0,4.0,0.0,433.0,369.0,153.0,76.0,1.21,0.0,2022-05-01,0.339,0.151,50.37,0,2,7.4,5.8,27.59
182.0,Dharmapuri Mukkareddipatti,11.9667,78.4167,7.4,1730.0,660.0,80.0,112.0,129.0,1.0,0.0,439.0,284.0,109.0,61.0,1.14,0.57,2022-05-01,0.179,0.315,34.57,0,2,1.2,13.4,-91.04
183.0,Dharmapuri Mukkareddipatti,11.9667,78.4167,7.4,1730.0,660.0,80.0,112.0,129.0,1.0,0.0,439.0,284.0,109.0,61.0,1.14,0.57,2022-05-01,0.747,0.014,34.57,0,2,2.2,8.4,-73.81
184.0,Dharmapuri Mullaivanam,12.0975,78.6289,7.69,823.0,370.0,44.0,63.0,51.0,2.0,0.0,329.0,92.0,51.0,5.0,0.38,1.3,2022-05-01,0.714,0.174,41.48,0,0,10.3,22.6,-54.42
185.0,Dharmapuri Mullaivanam,12.0975,78.6289,7.69,823.0,370.0,44.0,63.0,51.0,2.0,0.0,329.0,92.0,51.0,5.0,0.38,1.3,2022-05-01,0.281,0.579,41.48,0,0,5.4,16.1,-66.46
186.0,Dharmapuri Nagadasampatti,12.1333,77.9833,7.57,2650.0,1010.0,148.0,156.0,137.0,1.0,0.0,458.0,419.0,222.0,198.0,1.04,1.65,2022-05-01,0.562,0.081,56.99,0,2,16.7,9.6,73.96
187.0,Dharmapuri Nagadasampatti,12.1333,77.9833,7.57,2650.0,1010.0,148.0,156.0,137.0,1.0,0.0,458.0,419.0,222.0,198.0,1.04,1.65,2022-05-01,0.672,0.36,56.99,0,2,0.3,15.0,-98.0
188.0,Dharmapuri Odasalapatti,12.1417,78.2917,7.4,1343.0,540.0,88.0,78.0,107.0,1.0,0.0,403.0,149.0,143.0,67.0,0.78,0.0,2022-05-01,0.489,0.128,58.42,0,2,7.6,19.6,-61.22
189.0,Dharmapuri Odasalapatti,12.1417,78.2917,7.4,1343.0,540.0,88.0,78.0,107.0,1.0,0.0,403.0,149.0,143.0,67.0,0.78,0.0,2022-05-01,0.471,0.441,58.42,0,2,6.7,24.2,-72.31
190.0,Dharmapuri Odasalapatti x road,12.1431,78.2844,7.34,1654.0,550.0,104.0,71.0,168.0,1.0,0.0,336.0,220.0,153.0,157.0,0.9,0.01,2022-05-01,0.269,-0.008,59.04,0,2,0.4,9.4,-95.74
191.0,Dharmapuri Odasalapatti x road,12.1431,78.2844,7.34,1654.0,550.0,104.0,71.0,168.0,1.0,0.0,336.0,220.0,153.0,157.0,0.9,0.01,2022-05-01,0.165,0.579,59.04,0,2,2.5,22.7,-88.99
192.0,Dharmapuri Papireddipatti1,11.9167,78.3361,7.47,1603.0,530.0,48.0,100.0,152.0,7.0,0.0,494.0,270.0,109.0,15.0,1.32,0.49,2022-05-01,0.728,0.218,37.35,0,1,8.3,23.7,-64.98
193.0,Dharmapuri Papireddipatti1,11.9167,78.3361,7.47,1603.0,530.0,48.0,100.0,152.0,7.0,0.0,494.0,270.0,109.0,15.0,1.32,0.49,2022-05-01,0.73,0.065,37.35,0,1,9.9,23.3,-57.51
194.0,Dharmapuri Pattarakaran Kottai,12.0274,77.8104,7.66,1647.0,570.0,156.0,44.0,132.0,2.0,0.0,409.0,149.0,300.0,33.0,0.99,0.19,2022-05-01,0.543,-0.049,62.4,0,1,8.1,17.7,-54.24
195.0,Dharmapuri Pattarakaran Kottai,12.0274,77.8104,7.66,1647.0,570.0,156.0,44.0,132.0,2.0,0.0,409.0,149.0,300.0,33.0,0.99,0.19,2022-05-01,0.337,0.019,62.4,0,1,10.6,17.6,-39.77
196.0,Dharmapuri Pennagaram1,12.125,77.9,7.68,754.0,320.0,40.0,54.0,36.0,2.0,0.0,195.0,92.0,124.0,8.0,0.58,1.57,2022-05-01,0.344,0.264,54.09,0,0,11.9,13.1,-9.16
197.0,Dharmapuri Pennagaram1,12.125,77.9,7.68,754.0,320.0,40.0,54.0,36.0,2.0,0.0,195.0,92.0,124.0,8.0,0.58,1.57,2022-05-01,0.608,0.136,54.09,0,0,0.2,20.0,-99.0
198.0,Dharmapuri Sillarahalli,12.0525,78.2806,7.61,3100.0,1210.0,132.0,214.0,196.0,6.0,0.0,567.0,497.0,186.0,336.0,0.71,0.5,2022-05-01,0.728,0.48,51.79,0,2,9.3,15.6,-40.38
199.0,Dharmapuri Sillarahalli,12.0525,78.2806,7.61,3100.0,1210.0,132.0,214.0,196.0,6.0,0.0,567.0,497.0,186.0,336.0,0.71,0.5,2022-05-01,0.721,0.202,51.79,0,2,19.3,18.5,4.32
200.0,Dharmapuri Sittilingiri,11.9098,78.6212,7.76,1282.0,380.0,40.0,68.0,145.0,4.0,0.0,506.0,114.0,49.0,49.0,1.04,2.32,2022-05-01,0.646,0.074,20.63,0,2,10.4,13.6,-23.53
201.0,Dharmapuri Sittilingiri,11.9098,78.6212,7.76,1282.0,380.0,40.0,68.0,145.0,4.0,0.0,506.0,114.0,49.0,49.0,1.04,2.32,2022-05-01,0.549,0.332,20.63,0,2,13.6,19.6,-30.61
202.0,Dharmapuri Thambichettipatti dw,12.1081,78.4128,7.35,583.0,210.0,44.0,24.0,36.0,1.0,0.0,171.0,57.0,63.0,24.0,0.62,2.32,2022-05-01,0.159,0.395,48.02,0,1,6.2,21.5,-71.16
203.0,Dharmapuri Thambichettipatti dw,12.1081,78.4128,7.35,583.0,210.0,44.0,24.0,36.0,1.0,0.0,171.0,57.0,63.0,24.0,0.62,2.32,2022-05-01,0.213,0.017,48.02,0,1,15.5,7.9,96.2
204.0,Dharmapuri Thirthamalai DW,12.1017,78.5892,7.37,1926.0,710.0,120.0,100.0,184.0,2.0,0.0,445.0,277.0,147.0,162.0,1.08,0.59,2022-05-01,0.729,0.017,41.98,0,2,15.5,21.7,-28.57
205.0,Dharmapuri Thirthamalai DW,12.1017,78.5892,7.37,1926.0,710.0,120.0,100.0,184.0,2.0,0.0,445.0,277.0,147.0,162.0,1.08,0.59,2022-05-01,0.525,-0.074,41.98,0,2,10.4,15.8,-34.18
206.0,Dharmapuri Thoppur (D),11.9433,78.0481,7.76,2100.0,620.0,72.0,107.0,227.0,0.0,0.0,683.0,206.0,200.0,30.0,1.23,0.9,2022-05-01,0.106,0.415,67.16,0,1,19.5,21.9,-10.96
207.0,Dharmapuri Thoppur (D),11.9433,78.0481,7.76,2100.0,620.0,72.0,107.0,227.0,0.0,0.0,683.0,206.0,200.0,30.0,1.23,0.9,2022-05-01,0.171,0.365,67.16,0,1,2.5,13.6,-81.62
208.0,Dindigul Ayyalur,10.2858,78.1002,7.21,1183.0,510.0,144.0,36.0,54.0,7.0,0.0,427.0,156.0,30.0,19.0,0.9,8.42,2022-05-01,0.564,0.232,20.17,0,0,0.3,12.6,-97.62
209.0,Dindigul Chattrapatti,10.4667,77.6583,6.88,2390.0,860.0,152.0,117.0,97.0,3.0,0.0,415.0,356.0,115.0,275.0,0.49,0.27,2022-05-01,0.104,0.491,16.95,0,2,15.4,23.3,-33.91
210.0,Dindigul Chellamantadi,10.4072,78.0025,7.3,2900.0,460.0,96.0,54.0,232.0,282.0,0.0,647.0,398.0,125.0,157.0,0.5,1.52,2022-05-01,0.213,0.464,23.78,0,2,16.1,10.0,61.0
211.0,Dindigul Chitterivu pz,10.2378,77.7708,7.21,2910.0,1100.0,144.0,180.0,152.0,2.0,0.0,500.0,441.0,135.0,289.0,1.0,1.66,2022-05-01,0.484,0.31,13.86,0,2,2.4,21.9,-89.04
212.0,Dindigul Dindigul1,10.4083,77.9667,7.34,1385.0,360.0,52.0,56.0,129.0,118.0,0.0,573.0,142.0,62.0,6.0,0.22,0.6,2022-05-01,0.584,0.508,20.18,0,0,5.3,14.7,-63.95
213.0,Dindigul Dindigul2,10.3667,77.9708,7.36,1516.0,400.0,48.0,68.0,121.0,141.0,0.0,622.0,142.0,100.0,5.0,1.2,0.71,2022-05-01,0.556,0.044,23.15,0,1,0.4,15.3,-97.39
214.0,Dindigul Gandhigram,10.2583,77.925,7.18,1070.0,310.0,52.0,44.0,117.0,9.0,0.0,317.0,149.0,60.0,10.0,0.21,1.17,2022-05-01,0.257,-0.022,22.92,0,0,5.9,11.2,-47.32
215.0,Dindigul Guzilamparai,10.6806,78.1156,7.14,1538.0,490.0,80.0,70.0,143.0,34.0,0.0,415.0,185.0,80.0,152.0,1.11,3.51,2022-05-01,0.599,0.089,35.26,0,2,15.5,16.5,-6.06
216.0,Dindigul Hanumanthanagar,10.3514,77.9944,7.46,2890.0,660.0,160.0,63.0,285.0,52.0,0.0,793.0,356.0,170.0,9.0,0.58,1.66,2022-05-01,0.266,-0.06,26.25,0,1,10.4,11.5,-9.57
217.0,Dindigul Idayapatti,10.7583,78.0333,7.21,1328.0,380.0,52.0,61.0,120.0,17.0,0.0,354.0,199.0,92.0,24.0,1.16,3.1,2022-05-01,0.328,0.272,38.3,0,1,7.0,5.8,20.69
218.0,Dindigul Kakkinapatti,10.6714,77.9922,7.24,1409.0,550.0,60.0,97.0,57.0,24.0,0.0,451.0,149.0,64.0,107.0,0.64,3.86,2022-05-01,0.623,0.556,28.16,0,2,7.4,10.4,-28.85
219.0,Dindigul Kallimandiam,10.5833,77.6944,7.36,1484.0,460.0,64.0,73.0,142.0,16.0,0.0,464.0,185.0,67.0,106.0,0.68,1.07,2022-05-01,0.555,-0.072,15.84,0,2,0.0,5.1,-100.0
220.0,Dindigul Kanakkanpatti,10.475,77.5667,7.17,3460.0,760.0,168.0,83.0,403.0,183.0,0.0,634.0,455.0,335.0,204.0,0.6,0.5,2022-05-01,0.694,-0.015,26.9,0,2,6.0,24.6,-75.61
221.0,Dindigul Kodaikanal,10.1343,77.2758,5.41,40.0,14.0,4.0,1.0,2.0,0.0,0.0,12.0,4.0,3.0,1.0,0.0,0.45,2022-05-01,0.56,0.217,29.72,0,0,12.9,24.3,-46.91
222.0,Dindigul Kovilur (Ramanathapuram),10.5917,78.0861,7.01,759.0,195.0,38.0,24.0,99.0,5.0,0.0,250.0,100.0,52.0,1.0,0.93,1.36,2022-05-01,0.498,0.554,30.34,0,0,19.5,12.9,51.16
223.0,Dindigul Kullanampatti,10.3417,77.9917,7.08,309.0,124.0,30.0,12.0,13.0,1.0,0.0,151.0,16.0,5.0,0.0,0.0,0.21,2022-05-01,0.166,0.121,26.7,0,0,16.9,19.6,-13.78
224.0,Dindigul Muthampattipalayam,10.7272,78.1392,7.13,2270.0,500.0,120.0,49.0,216.0,75.0,0.0,476.0,313.0,155.0,134.0,0.84,6.24,2022-05-01,0.357,0.255,38.29,0,2,0.5,11.9,-95.8
225.0,Dindigul Nandavanampatti,10.3756,77.9853,7.29,2470.0,620.0,120.0,78.0,284.0,17.0,0.0,647.0,384.0,112.0,13.0,2.96,2.88,2022-05-01,0.286,-0.071,23.85,0,2,18.0,18.4,-2.17
226.0,Dindigul Natham1,10.2222,78.2472,7.77,4660.0,1180.0,32.0,268.0,584.0,6.0,0.0,1074.0,754.0,340.0,361.0,1.26,49.64,2022-05-01,0.271,0.004,13.84,0,2,15.7,21.1,-25.59
227.0,Dindigul Nattam,10.2328,78.2333,7.53,3010.0,860.0,48.0,180.0,275.0,4.0,0.0,683.0,469.0,180.0,233.0,0.74,21.77,2022-05-01,0.781,0.591,14.05,0,2,15.6,23.9,-34.73
